event_1,fighter_1_1,fighter_2_1,fighter_1_result_1,fighter_2_result_1,fighter_1_knockdowns_1,fighter_2_knockdowns_1,fighter_1_ss_1,fighter_2_ss_1,fighter_1_ss_pct_1,fighter_2_ss_pct_1,fighter_1_total_strikes_1,fighter_2_total_strikes_1,fighter_1_takedowns_1,fighter_2_takedowns_1,fighter_1_takedown_pct_1,fighter_2_takedown_pct_1,fighter_1_submission_attempts_1,fighter_2_submission_attempts_1,fighter_1_reverses_1,fighter_2_reverses_1,fighter_1_control_1,fighter_2_control_1,fighter_1_head_ss_1,fighter_2_head_ss_1,fighter_1_body_ss_1,fighter_2_body_ss_1,fighter_1_leg_ss_1,fighter_2_leg_ss_1,fighter_1_distance_ss_1,fighter_2_distance_ss_1,fighter_1_clinch_ss_1,fighter_2_clinch_ss_1,fighter_1_ground_ss_1,fighter_2_ground_ss_1,original_order,fighter_1_knockdowns_previous,fighter_1_ss_previous,fighter_1_ss_pct_previous,fighter_1_total_strikes_previous,fighter_1_takedowns_previous,fighter_1_takedown_pct_previous,fighter_1_submission_attempts_previous,fighter_1_reverses_previous,fighter_1_control_previous,fighter_1_head_ss_previous,fighter_1_body_ss_previous,fighter_1_leg_ss_previous,fighter_1_distance_ss_previous,fighter_1_clinch_ss_previous,fighter_1_ground_ss_previous,fighter_2_knockdowns_previous,fighter_2_ss_previous,fighter_2_ss_pct_previous,fighter_2_total_strikes_previous,fighter_2_takedowns_previous,fighter_2_takedown_pct_previous,fighter_2_submission_attempts_previous,fighter_2_reverses_previous,fighter_2_control_previous,fighter_2_head_ss_previous,fighter_2_body_ss_previous,fighter_2_leg_ss_previous,fighter_2_distance_ss_previous,fighter_2_clinch_ss_previous,fighter_2_ground_ss_previous,Name,Wins,Losses,Draws,Style_Boxing,Style_Brawler,Style_Brazilian Jiu-Jitsu,Style_Freestyle,Style_Grappler,Style_Jiu-Jitsu,Style_Judo,Style_Karate,Style_Kickboxer,Style_Kung Fu,Style_Kung-Fu,Style_MMA,Style_Muay Thai,Style_Sambo,Style_Striker,Style_Wrestler,Style_Wrestling,Style_Taekwondo,Age,Height,Reach,Name_fighter2,Wins_fighter2,Losses_fighter2,Draws_fighter2,Style_Boxing_fighter2,Style_Brawler_fighter2,Style_Brazilian Jiu-Jitsu_fighter2,Style_Freestyle_fighter2,Style_Grappler_fighter2,Style_Jiu-Jitsu_fighter2,Style_Judo_fighter2,Style_Karate_fighter2,Style_Kickboxer_fighter2,Style_Kung Fu_fighter2,Style_Kung-Fu_fighter2,Style_MMA_fighter2,Style_Muay Thai_fighter2,Style_Sambo_fighter2,Style_Striker_fighter2,Style_Wrestler_fighter2,Style_Wrestling_fighter2,Style_Taekwondo_fighter2,Age_fighter2,Height_fighter2,Reach_fighter2
UFC 263: Adesanya vs. Vettori 2,Lauren Murphy,Joanne Wood,W,L,0.0,0.0,0.540540541,0.539473684,0.54,0.53,0.620512821,0.590733591,0.166666667,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.503816794,0.452554745,0.823529412,0.731707317,0.0,0.62,0.462184874,0.492537313,0.769230769,0.92,0.9375,0.5,531,"[0.0, 0.0]","[0.406091371, 0.258823529]","[0.4, 0.25]","[0.469298246, 0.333333333]","[0.5, 1.0]","[0.5, 1.0]","[0.0, 1.0]","[1.0, 0.0]","[0.0, 0.0]","[0.386740331, 0.205128205]","[0.6, 0.857142857]","[1.0, 0.0]","[0.394736842, 0.166666667]","[0.714285714, 0.727272727]","[0.0, 1.0]","[0.0, 0.0]","[0.421052632, 0.616666667]","[0.42, 0.61]","[0.47, 0.670846395]","[0.75, 0.333333333]","[0.75, 0.33]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.172661871, 0.426229508]","[0.475, 0.85483871]","[0.793103448, 0.767857143]","[0.412698413, 0.570707071]","[0.583333333, 0.833333333]","[0.5, 0.0]",Lauren Murphy,0.6153846153846154,0.2857142857142857,0.0,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,False,0.7200000000000001,0.8904109589041096,0.5483870967741935,Joanne Wood,0.6538461538461539,0.3809523809523809,0.0,False,False,False,False,False,False,False,False,False,False,,False,True,False,False,False,False,False,0.68,0.9041095890410958,0.4516129032258065
UFC 286: Edwards vs. Usman 3,Leon Edwards,Kamaru Usman,W,L,0.0,0.0,0.745341615,0.424390244,0.74,0.42,0.75,0.487068966,0.0,0.266666667,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.492753623,0.349693252,0.923076923,0.705882353,0.943396226,0.75,0.74,0.367231638,0.818181818,0.777777778,0.0,1.0,224,[0.0],[0.583333333],[0.58],[0.597122302],[0.8],[0.8],[0.0],[0.0],[0.0],[0.494845361],[0.5],[1.0],[0.576271186],[0.666666667],[0.625],[0.0],[0.726804124],[0.72],[0.861538462],[0.333333333],[0.33],[0.0],[0.0],[0.0],[0.538461538],[0.954022989],[0.666666667],[0.369863014],[0.951219512],[0.923076923],Leon Edwards,0.5789473684210527,0.1904761904761904,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.5,0.9113924050632912,0.5227272727272729,Kamaru Usman,0.5263157894736842,0.1904761904761904,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.7083333333333333,0.9113924050632912,0.6136363636363638
UFC 296: Edwards vs. Covington,Leon Edwards,Colby Covington,W,L,0.0,0.0,0.527777778,0.349206349,0.52,0.34,0.560344828,0.56185567,0.666666667,0.2,0.66,0.2,2.0,0.0,1.0,0.0,0.0,0.0,0.338709677,0.23255814,0.666666667,0.583333333,0.88,0.607142857,0.523364486,0.352,0.0,0.0,1.0,0.0,103,"[0.0, 0.0]","[0.583333333, 0.745341615]","[0.58, 0.74]","[0.597122302, 0.75]","[0.8, 0.0]","[0.8, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.494845361, 0.492753623]","[0.5, 0.923076923]","[1.0, 0.943396226]","[0.576271186, 0.74]","[0.666666667, 0.818181818]","[0.625, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.509803922, 1.0, 0.539007092, 0.334459459, 0.362025316, 0.380782918]","[0.5, 1.0, 0.53, 0.33, 0.36, 0.38]","[0.736434109, 1.0, 0.574850299, 0.410404624, 0.362025316, 0.399328859]","[0.2, 0.5, 0.705882353, 0.388888889, 0.0, 0.0]","[0.2, 0.5, 0.7, 0.38, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.479166667, 1.0, 0.478632479, 0.23580786, 0.302052786, 0.326446281]","[1.0, 0.0, 0.75, 0.424242424, 0.717948718, 0.696969697]","[1.0, 0.0, 1.0, 0.911764706, 0.8, 0.833333333]","[0.260869565, 0.0, 0.479674797, 0.323741007, 0.362025316, 0.368613139]","[0.666666667, 1.0, 0.909090909, 0.5, 0.0, 0.857142857]","[0.727272727, 1.0, 1.0, 0.5, 0.0, 0.0]",Leon Edwards,0.5789473684210527,0.1904761904761904,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.5,0.9113924050632912,0.5227272727272729,Colby Covington,0.4473684210526315,0.1904761904761904,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.6666666666666667,0.8987341772151899,0.4318181818181821
UFC 304: Edwards vs. Muhammad 2,Leon Edwards,Belal Muhammad,L,W,0.0,0.0,0.661971831,0.561983471,0.66,0.56,0.780701754,0.683274021,1.0,0.692307692,1.0,0.69,0.0,0.0,2.0,0.0,0.0,0.0,0.603773585,0.536363636,0.8,0.818181818,1.0,0.0,0.603448276,0.558558559,0.857142857,0.0,1.0,1.0,0,"[0.0, 0.0, 0.0]","[0.583333333, 0.745341615, 0.527777778]","[0.58, 0.74, 0.52]","[0.597122302, 0.75, 0.560344828]","[0.8, 0.0, 0.666666667]","[0.8, 0.0, 0.66]","[0.0, 0.0, 2.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 0.0]","[0.494845361, 0.492753623, 0.338709677]","[0.5, 0.923076923, 0.666666667]","[1.0, 0.943396226, 0.88]","[0.576271186, 0.74, 0.523364486]","[0.666666667, 0.818181818, 0.0]","[0.625, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.467105263, 0.409090909, 0.439252336, 0.354330709]","[0.46, 0.4, 0.43, 0.35]","[0.572033898, 0.597938144, 0.580645161, 0.519774011]","[0.4, 0.333333333, 0.333333333, 0.0]","[0.4, 0.33, 0.33, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.234693878, 0.344827586, 0.40625, 0.319327731]","[0.714285714, 0.65, 0.571428571, 0.75]","[0.914893617, 0.666666667, 1.0, 1.0]","[0.461538462, 0.317647059, 0.423076923, 0.349593496]","[0.0, 0.722222222, 0.0, 0.5]","[0.5, 0.714285714, 0.5, 0.0]",Leon Edwards,0.5789473684210527,0.1904761904761904,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.5,0.9113924050632912,0.5227272727272729,Belal Muhammad,0.631578947368421,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.6666666666666667,0.8987341772151899,0.4318181818181821
UFC 286: Edwards vs. Usman 3,Lerone Murphy,Gabriel Santos,W,L,0.0,0.0,0.577639752,0.56557377,0.57,0.56,0.628415301,0.617021277,0.5,0.454545455,0.5,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.504273504,0.438356164,0.72972973,0.705882353,1.0,0.866666667,0.534722222,0.523809524,1.0,0.933333333,0.8,0.0,233,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Lerone Murphy,0.3684210526315789,0.0,0.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,0.5416666666666667,0.8734177215189873,0.5,Gabriel Santos,0.2631578947368421,0.0952380952380952,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.25,0.8734177215189873,0.3409090909090913
UFC on FOX: VanZant vs. Waterson,Leslie Smith,Irene Aldana,W,L,1.0,0.0,0.421446384,0.421875,0.42,0.42,0.425742574,0.421875,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.376119403,0.373333333,0.571428571,0.818181818,0.791666667,0.75,0.415512465,0.401709402,0.52,0.684210526,0.4,0.333333333,1217,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Leslie Smith,0.3846153846153846,0.3333333333333333,0.5,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,0.7600000000000001,0.9452054794520548,0.4838709677419355,Irene Aldana,0.576923076923077,0.3333333333333333,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,False,False,0.6,0.9452054794520548,0.6451612903225805
UFC 242: Khabib vs. Poirier,Liana Jojua,Sarah Moras,L,W,0.0,0.0,0.422222222,0.5,0.42,0.5,0.584415584,0.680628272,0.666666667,0.0,0.66,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.315789474,0.448717949,1.0,0.857142857,1.0,1.0,0.390243902,0.31372549,1.0,0.5,0.666666667,0.771428571,778,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Liana Jojua,0.3076923076923077,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,,False,True,False,False,False,False,False,0.2800000000000001,0.8767123287671232,0.2258064516129034,Sarah Moras,0.2307692307692307,0.3809523809523809,0.0,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,False,0.5600000000000002,0.9041095890410958,0.5483870967741935
UFC 254: Khabib vs. Gaethje,Liana Jojua,Miranda Maverick,L,W,0.0,0.0,0.375,0.515789474,0.37,0.51,0.375,0.515789474,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.366197183,0.384615385,0.5,0.714285714,0.0,1.0,0.375,0.515789474,0.0,0.0,0.0,0.0,641,[0.0],[0.422222222],[0.42],[0.584415584],[0.666666667],[0.66],[0.0],[0.0],[0.0],[0.315789474],[1.0],[1.0],[0.390243902],[1.0],[0.666666667],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Liana Jojua,0.3076923076923077,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,,False,True,False,False,False,False,False,0.2800000000000001,0.8767123287671232,0.2258064516129034,Miranda Maverick,0.6153846153846154,0.238095238095238,0.0,False,False,False,False,False,True,False,False,False,False,,False,False,False,False,False,False,False,0.2400000000000001,0.8698630136986301,0.4516129032258065
UFC 261: Usman vs. Masvidal 2,Liang Na,Ariane Carnelossi,L,W,0.0,0.0,0.703703704,0.75,0.7,0.75,0.765957447,0.805309735,0.75,0.0,0.75,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.619047619,0.741935484,1.0,0.0,0.0,1.0,0.588235294,0.545454545,1.0,1.0,0.666666667,0.8125,562,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Liang Na,0.6538461538461539,0.3809523809523809,0.0,False,False,False,False,True,False,False,False,False,False,,False,False,False,False,False,False,False,0.2400000000000001,0.8904109589041096,0.5483870967741935,Ariane Carnelossi,0.576923076923077,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,,False,True,False,False,False,False,False,0.4,0.8493150684931506,0.1935483870967744
UFC 275: Teixeira vs. Prochazka,Liang Na,Silvana Gomez Juarez,L,W,0.0,1.0,0.235294118,0.666666667,0.23,0.66,0.235294118,0.714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235294118,0.666666667,0.0,0.0,0.0,0.0,0.235294118,0.666666667,0.0,0.666666667,0.0,0.0,378,[0.0],[0.703703704],[0.7],[0.765957447],[0.75],[0.75],[1.0],[2.0],[0.0],[0.619047619],[1.0],[0.0],[0.588235294],[1.0],[0.666666667],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Liang Na,0.6538461538461539,0.3809523809523809,0.0,False,False,False,False,True,False,False,False,False,False,,False,False,False,False,False,False,False,0.2400000000000001,0.8904109589041096,0.5483870967741935,Silvana Gomez Juarez,0.1923076923076923,0.0,0.0669642857142857,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,False,False,0.68,0.8767123287671232,0.3548387096774195
UFC 229: Khabib vs. McGregor,Lina Lansberg,Yana Santos,L,W,0.0,0.0,0.494252874,0.648648649,0.49,0.64,0.559633028,0.764423077,0.0,0.625,,0.62,1.0,1.0,0.0,0.0,0.0,0.0,0.295081967,0.481481481,0.958333333,0.833333333,1.0,0.761904762,0.333333333,0.485294118,1.0,0.909090909,1.0,0.9,927,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[0.0],[0.454545455],[0.45],[0.708333333],[0.25],[0.25],[0.0],[0.0],[0.0],[0.5],[0.2],[1.0],[0.333333333],[1.0],[1.0],Lina Lansberg,0.3846153846153846,0.3809523809523809,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,False,False,0.8000000000000002,0.917808219178082,0.4516129032258065,Yana Santos,0.576923076923077,0.3809523809523809,0.0,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,False,0.5200000000000001,0.9041095890410958,0.6451612903225805
UFC 259: Blachowicz vs. Adesanya,Livinha Souza,Amanda Lemos,L,W,0.0,2.0,0.142857143,0.630434783,0.14,0.63,0.142857143,0.638297872,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.594594595,0.0,0.6,0.5,1.0,0.142857143,0.545454545,0.0,0.0,0.0,0.708333333,585,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Livinha Souza,0.5384615384615385,0.1904761904761904,0.0,False,False,True,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,0.5600000000000002,0.8904109589041096,0.2903225806451615,Amanda Lemos,0.5384615384615385,0.1904761904761904,0.5,True,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,0.64,0.8767123287671232,0.4193548387096775
UFC 284: Makhachev vs. Volkanovski,Loma Lookboonmee,Elise Reed,W,L,0.0,0.0,0.62962963,0.586206897,0.62,0.58,0.647058824,0.683333333,0.666666667,0.0,0.66,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.625,0.52173913,0.666666667,0.5,0.6,1.0,0.6,0.388888889,0.8,0.833333333,0.5,1.0,263,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[1.0],[0.542857143],[0.54],[0.656565657],[1.0],[1.0],[0.0],[0.0],[0.0],[0.340909091],[0.894736842],[0.857142857],[0.392156863],[0.923076923],[1.0],Loma Lookboonmee,0.3461538461538461,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,False,False,0.2800000000000001,0.8356164383561644,0.1935483870967744,Elise Reed,0.2692307692307693,0.1904761904761904,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,False,False,0.36,0.8630136986301369,0.2903225806451615
UFC 237: Namajunas vs. Andrade,Luana Carolina,Priscila Cachoeira,W,L,1.0,0.0,0.480519481,0.463087248,0.48,0.46,0.501992032,0.463087248,0.0,0.0,,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.416666667,0.378640777,0.673913043,0.617647059,1.0,0.75,0.453038674,0.44,0.525,0.565217391,0.8,1.0,841,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Luana Carolina,0.4230769230769231,0.1904761904761904,0.0,False,False,False,False,False,False,False,False,False,False,,False,True,False,False,False,False,False,0.4,0.9041095890410958,0.6774193548387095,Priscila Cachoeira,0.4615384615384615,0.2857142857142857,0.0,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,0.5600000000000002,0.917808219178082,0.4193548387096775
UFC 224: Nunes vs. Pennington,Mackenzie Dern,Amanda Cooper,W,L,1.0,0.0,0.46875,0.24,0.46,0.24,0.484848485,0.24,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.466666667,0.208333333,0.5,0.0,0.0,1.0,0.375,0.24,0.0,0.0,0.75,0.0,981,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Mackenzie Dern,0.5384615384615385,0.238095238095238,0.0,False,False,True,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,0.4,0.8767123287671232,0.2903225806451615,Amanda Cooper,0.1538461538461538,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,0.4,0.8630136986301369,0.3548387096774195
UFC 256: Figueiredo vs. Moreno,Mackenzie Dern,Virna Jandiroba,W,L,0.0,0.0,0.471264368,0.470149254,0.47,0.47,0.517948718,0.526315789,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.398601399,0.407079646,0.761904762,0.789473684,0.9,1.0,0.413333333,0.394495413,0.80952381,0.782608696,1.0,1.0,611,[1.0],[0.46875],[0.46],[0.484848485],[0.0],[nan],[1.0],[0.0],[0.0],[0.466666667],[0.5],[0.0],[0.375],[0.0],[0.75],[0.0],[0.8],[0.8],[0.8],[1.0],[1.0],[2.0],[0.0],[0.0],[0.8],[0.0],[0.0],[0.0],[0.0],[0.8],Mackenzie Dern,0.5384615384615385,0.238095238095238,0.0,False,False,True,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,0.4,0.8767123287671232,0.2903225806451615,Virna Jandiroba,0.8076923076923077,0.1428571428571428,0.0,False,False,False,False,False,True,False,False,False,False,,False,False,False,False,False,False,False,0.6,0.8630136986301369,0.3548387096774195
UFC 273: Volkanovski vs. The Korean Zombie,Mackenzie Dern,Tecia Pennington,W,L,0.0,0.0,0.320512821,0.612903226,0.32,0.61,0.353658537,0.619047619,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.285714286,0.31147541,0.857142857,0.833333333,1.0,0.96969697,0.302631579,0.614754098,1.0,0.0,1.0,0.5,397,"[1.0, 0.0]","[0.46875, 0.471264368]","[0.46, 0.47]","[0.484848485, 0.517948718]","[0.0, 0.0]","[nan, 0.0]","[1.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.466666667, 0.398601399]","[0.5, 0.761904762]","[0.0, 0.9]","[0.375, 0.413333333]","[0.0, 0.80952381]","[0.75, 1.0]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Mackenzie Dern,0.5384615384615385,0.238095238095238,0.0,False,False,True,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,0.4,0.8767123287671232,0.2903225806451615,Tecia Pennington,0.5,0.3333333333333333,0.0,False,False,False,False,False,False,False,False,True,False,,False,False,False,False,False,False,False,0.5200000000000001,0.8356164383561644,0.1290322580645164
UFC 274: Oliveira vs. Gaethje,Macy Chiasson,Norma Dumont,W,L,0.0,0.0,0.359550562,0.506666667,0.35,0.5,0.675257732,0.705882353,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237288136,0.45,0.615384615,0.8,0.588235294,0.6,0.321428571,0.451612903,1.0,0.769230769,0.0,0.0,386,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Macy Chiasson,0.4230769230769231,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,False,0.4800000000000001,0.9726027397260272,0.8709677419354835,Norma Dumont,0.4230769230769231,0.0952380952380952,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,0.4800000000000001,0.917808219178082,0.5483870967741935
UFC 254: Khabib vs. Gaethje,Magomed Ankalaev,Ion Cutelaba,W,L,2.0,0.0,0.512195122,0.305555556,0.51,0.3,0.512195122,0.305555556,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.472222222,0.185185185,0.666666667,0.5,1.0,0.8,0.451612903,0.305555556,1.0,0.0,0.666666667,0.0,636,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],Magomed Ankalaev,0.5,0.0476190476190476,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.5,0.9493670886075948,0.5681818181818183,Ion Cutelaba,0.4473684210526315,0.4761904761904761,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,0.4166666666666667,0.9240506329113924,0.5681818181818183
UFC 267: Blachowicz vs. Teixeira,Magomed Ankalaev,Volkan Oezdemir,W,L,1.0,0.0,0.611111111,0.470588235,0.61,0.47,0.644067797,0.5,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.524390244,0.343283582,0.869565217,0.25,1.0,0.956521739,0.59,0.445652174,0.857142857,0.7,1.0,0.0,477,[2.0],[0.512195122],[0.51],[0.512195122],[0.0],[nan],[0.0],[0.0],[0.0],[0.472222222],[0.666666667],[1.0],[0.451612903],[1.0],[0.666666667],"[0.0, 0.0]","[0.631578947, 0.463414634]","[0.63, 0.46]","[0.65, 0.488372093]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.588235294, 0.365079365]","[1.0, 0.733333333]","[1.0, 1.0]","[0.428571429, 0.471428571]","[0.888888889, 0.416666667]","[0.333333333, 0.0]",Magomed Ankalaev,0.5,0.0476190476190476,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.5,0.9493670886075948,0.5681818181818183,Volkan Oezdemir,0.5263157894736842,0.3333333333333333,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,0.5833333333333333,0.9367088607594936,0.5681818181818183
UFC 277: Pena vs. Nunes 2,Magomed Ankalaev,Anthony Smith,W,L,0.0,0.0,0.582278481,0.5,0.58,0.5,0.62745098,0.538461538,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.516666667,0.285714286,0.666666667,0.625,0.9,1.0,0.5,0.485714286,1.0,0.0,0.6875,1.0,348,"[2.0, 1.0]","[0.512195122, 0.611111111]","[0.51, 0.61]","[0.512195122, 0.644067797]","[0.0, 0.25]","[nan, 0.25]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.472222222, 0.524390244]","[0.666666667, 0.869565217]","[1.0, 1.0]","[0.451612903, 0.59]","[1.0, 0.857142857]","[0.666666667, 1.0]","[0.0, 1.0, 0.0]","[0.263157895, 0.666666667, 0.545454545]","[0.26, 0.66, 0.54]","[0.263157895, 0.666666667, 0.6]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.142857143, 0.571428571, 0.375]","[0.5, 0.0, 0.642857143]","[1.0, 1.0, 1.0]","[0.176470588, 0.5, 0.525423729]","[1.0, 0.666666667, 0.714285714]","[0.0, 1.0, 0.0]",Magomed Ankalaev,0.5,0.0476190476190476,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.5,0.9493670886075948,0.5681818181818183,Anthony Smith,1.0,0.9523809523809524,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.6666666666666667,0.9620253164556962,0.6136363636363638
UFC 294: Makhachev vs. Volkanovski 2,Magomed Ankalaev,Johnny Walker,NC,NC,0.0,0.0,0.684210526,0.518518519,0.68,0.51,0.695652174,0.566666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.538461538,0.266666667,1.0,0.5,1.0,0.9,0.636363636,0.518518519,1.0,0.0,0.714285714,0.0,130,"[2.0, 1.0, 0.0]","[0.512195122, 0.611111111, 0.582278481]","[0.51, 0.61, 0.58]","[0.512195122, 0.644067797, 0.62745098]","[0.0, 0.25, 0.0]","[nan, 0.25, nan]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.472222222, 0.524390244, 0.516666667]","[0.666666667, 0.869565217, 0.666666667]","[1.0, 1.0, 0.9]","[0.451612903, 0.59, 0.5]","[1.0, 0.857142857, 1.0]","[0.666666667, 1.0, 0.6875]","[1.0, 0.0, 1.0]","[0.5, 0.333333333, 0.8]","[0.5, 0.33, 0.8]","[0.5, 0.333333333, 0.80952381]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.5, 0.0, 0.75]","[0.0, 0.0, 1.0]","[0.0, 1.0, 1.0]","[0.5, 0.333333333, 0.666666667]","[0.0, 0.0, 1.0]","[0.5, 0.0, 0.833333333]",Magomed Ankalaev,0.5,0.0476190476190476,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.5,0.9493670886075948,0.5681818181818183,Johnny Walker,0.5526315789473684,0.4285714285714285,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,0.5,0.9873417721518988,0.8863636363636367
