event,fighter_1,fighter_2,fighter_1_result,fighter_2_result,fighter_1_knockdowns,fighter_2_knockdowns,fighter_1_ss,fighter_2_ss,fighter_1_ss_pct,fighter_2_ss_pct,fighter_1_total_strikes,fighter_2_total_strikes,fighter_1_takedowns,fighter_2_takedowns,fighter_1_takedown_pct,fighter_2_takedown_pct,fighter_1_submission_attempts,fighter_2_submission_attempts,fighter_1_reverses,fighter_2_reverses,fighter_1_control,fighter_2_control,fighter_1_head_ss,fighter_2_head_ss,fighter_1_body_ss,fighter_2_body_ss,fighter_1_leg_ss,fighter_2_leg_ss,fighter_1_distance_ss,fighter_2_distance_ss,fighter_1_clinch_ss,fighter_2_clinch_ss,fighter_1_ground_ss,fighter_2_ground_ss
UFC 192: Cormier vs Gustafsson,Daniel Cormier,Alexander Gustafsson,W,L,0,1,140 of 283,120 of 254,49%,47%,219 of 364,130 of 264,1 of 5,1 of 7,20%,14%,0,0,0,0,3:30,0:58,111 of 240,88 of 206,11 of 22,23 of 38,18 of 21,9 of 10,86 of 212,102 of 221,48 of 64,15 of 30,6 of 7,3 of 3
UFC 192: Cormier vs Gustafsson,Ryan Bader,Rashad Evans,W,L,0,0,52 of 133,25 of 111,39%,22%,55 of 136,27 of 113,1 of 6,0 of 3,16%,0%,0,0,0,0,1:04,0:56,45 of 120,17 of 96,6 of 10,6 of 13,1 of 3,2 of 2,49 of 130,23 of 107,3 of 3,2 of 4,0 of 0,0 of 0
UFC 192: Cormier vs Gustafsson,Shawn Jordan,Ruslan Magomedov,L,W,0,0,20 of 56,71 of 116,35%,61%,39 of 77,85 of 130,1 of 9,0 of 0,11%,---,0,0,0,0,4:55,1:17,7 of 38,56 of 101,7 of 12,9 of 9,6 of 6,6 of 6,10 of 43,62 of 104,10 of 13,9 of 12,0 of 0,0 of 0
UFC 192: Cormier vs Gustafsson,Joseph Benavidez,Ali Bagautinov,W,L,0,0,48 of 146,31 of 121,32%,25%,48 of 146,31 of 121,0 of 1,0 of 5,0%,0%,0,0,0,0,0:00,0:19,32 of 111,22 of 103,10 of 26,5 of 12,6 of 9,4 of 6,44 of 139,30 of 117,4 of 7,1 of 4,0 of 0,0 of 0
UFC 192: Cormier vs Gustafsson,Jessica Eye,Julianna Pena,L,W,0,0,30 of 54,34 of 68,55%,50%,77 of 104,100 of 139,1 of 1,3 of 6,100%,50%,1,3,0,0,5:44,7:18,17 of 35,22 of 52,9 of 14,9 of 12,4 of 5,3 of 4,17 of 34,13 of 41,9 of 16,8 of 12,4 of 4,13 of 15
UFC 192: Cormier vs Gustafsson,Yair Rodriguez,Dan Hooker,W,L,0,0,52 of 104,19 of 79,50%,24%,67 of 123,85 of 162,2 of 9,1 of 3,22%,33%,0,0,0,0,0:30,6:01,27 of 72,14 of 62,15 of 19,5 of 8,10 of 13,0 of 9,38 of 80,9 of 56,6 of 14,6 of 15,8 of 10,4 of 8
UFC 192: Cormier vs Gustafsson,Alan Jouban,Albert Tumenov,L,W,0,1,17 of 34,19 of 41,50%,46%,17 of 34,19 of 41,0 of 0,0 of 1,---,0%,0,0,0,0,0:00,0:02,12 of 27,16 of 36,4 of 5,3 of 4,1 of 2,0 of 1,16 of 33,18 of 40,1 of 1,1 of 1,0 of 0,0 of 0
UFC 192: Cormier vs Gustafsson,Adriano Martins,Islam Makhachev,W,L,1,0,3 of 7,4 of 15,42%,26%,3 of 7,4 of 15,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:02,2 of 6,2 of 13,0 of 0,2 of 2,1 of 1,0 of 0,2 of 6,4 of 15,0 of 0,0 of 0,1 of 1,0 of 0
UFC 192: Cormier vs Gustafsson,Rose Namajunas,Angela Hill,W,L,0,0,13 of 33,12 of 22,39%,54%,14 of 36,16 of 26,1 of 1,0 of 0,100%,---,1,0,0,0,1:11,0:11,12 of 32,8 of 18,1 of 1,2 of 2,0 of 0,2 of 2,11 of 29,9 of 19,2 of 4,3 of 3,0 of 0,0 of 0
UFC 192: Cormier vs Gustafsson,Francisco Trevino,Sage Northcutt,L,W,0,0,1 of 3,21 of 31,33%,67%,1 of 3,21 of 31,0 of 0,1 of 1,---,100%,0,0,0,0,0:09,0:00,0 of 1,19 of 29,0 of 0,1 of 1,1 of 2,1 of 1,1 of 3,3 of 4,0 of 0,8 of 11,0 of 0,10 of 16
UFC 192: Cormier vs Gustafsson,Chris Cariaso,Sergio Pettis,L,W,0,1,37 of 79,37 of 122,46%,30%,54 of 104,80 of 169,0 of 1,3 of 4,0%,75%,1,0,1,0,4:10,5:52,11 of 48,32 of 115,15 of 19,3 of 5,11 of 12,2 of 2,30 of 67,15 of 75,4 of 5,0 of 1,3 of 7,22 of 46
UFC 192: Cormier vs Gustafsson,Derrick Lewis,Viktor Pesta,W,L,0,0,41 of 63,8 of 13,65%,61%,51 of 74,47 of 61,0 of 3,5 of 13,0%,38%,0,0,0,0,1:29,7:09,36 of 58,4 of 9,5 of 5,2 of 2,0 of 0,2 of 2,3 of 13,2 of 4,10 of 10,0 of 1,28 of 40,6 of 8
UFC 191: Johnson vs Dodson 2,Demetrious Johnson,John Dodson,W,L,0,0,88 of 171,58 of 121,51%,47%,163 of 252,108 of 174,4 of 13,1 of 3,30%,33%,0,0,0,0,4:59,2:55,57 of 125,16 of 69,23 of 36,28 of 36,8 of 10,14 of 16,64 of 135,45 of 103,24 of 36,13 of 18,0 of 0,0 of 0
UFC 191: Johnson vs Dodson 2,Andrei Arlovski,Frank Mir,W,L,0,0,39 of 74,24 of 52,52%,46%,70 of 108,54 of 83,0 of 0,1 of 5,---,20%,0,0,0,0,3:32,3:59,22 of 56,16 of 44,9 of 9,8 of 8,8 of 9,0 of 0,28 of 58,10 of 34,11 of 16,8 of 9,0 of 0,6 of 9
UFC 191: Johnson vs Dodson 2,Anthony Johnson,Jimi Manuwa,W,L,1,0,25 of 42,8 of 20,59%,40%,37 of 55,8 of 20,2 of 2,0 of 0,100%,---,0,0,0,0,3:22,0:51,16 of 31,1 of 11,3 of 4,0 of 1,6 of 7,7 of 8,13 of 25,5 of 16,9 of 12,3 of 4,3 of 5,0 of 0
UFC 191: Johnson vs Dodson 2,Jan Blachowicz,Corey Anderson,L,W,0,0,20 of 43,84 of 150,46%,56%,33 of 62,156 of 237,1 of 1,4 of 4,100%,100%,1,0,0,0,0:23,10:40,13 of 35,72 of 132,5 of 6,7 of 12,2 of 2,5 of 6,16 of 39,21 of 67,3 of 3,5 of 10,1 of 1,58 of 73
UFC 191: Johnson vs Dodson 2,Paige VanZant,Alex Chambers,W,L,0,0,73 of 130,30 of 47,56%,63%,165 of 248,66 of 88,3 of 7,0 of 4,42%,0%,1,1,0,0,7:14,0:28,37 of 78,23 of 36,32 of 43,3 of 7,4 of 9,4 of 4,19 of 52,16 of 26,47 of 71,14 of 21,7 of 7,0 of 0
UFC 191: Johnson vs Dodson 2,Ross Pearson,Paul Felder,W,L,0,0,62 of 116,60 of 151,53%,39%,86 of 140,72 of 163,1 of 1,0 of 0,100%,---,0,0,0,0,3:03,1:57,28 of 73,35 of 122,22 of 29,15 of 17,12 of 14,10 of 12,56 of 100,38 of 121,6 of 11,17 of 24,0 of 5,5 of 6
UFC 191: Johnson vs Dodson 2,Francisco Rivera,John Lineker,L,W,0,1,16 of 36,28 of 60,44%,46%,16 of 36,32 of 64,0 of 1,0 of 0,0%,---,0,1,0,0,0:13,0:19,13 of 33,21 of 47,1 of 1,7 of 13,2 of 2,0 of 0,9 of 19,8 of 22,6 of 16,9 of 17,1 of 1,11 of 21
UFC 191: Johnson vs Dodson 2,Jessica Andrade,Raquel Pennington,L,W,0,0,41 of 66,41 of 68,62%,60%,59 of 87,66 of 96,4 of 5,2 of 2,80%,100%,1,1,0,0,3:28,3:04,19 of 40,26 of 52,12 of 15,10 of 11,10 of 11,5 of 5,26 of 41,17 of 34,15 of 25,22 of 30,0 of 0,2 of 4
UFC 191: Johnson vs Dodson 2,Clay Collard,Tiago dos Santos e Silva,L,W,1,0,84 of 210,52 of 122,40%,42%,136 of 264,73 of 146,1 of 2,1 of 4,50%,25%,0,1,0,2,2:16,3:37,60 of 178,25 of 85,18 of 24,17 of 26,6 of 8,10 of 11,60 of 174,45 of 109,9 of 12,6 of 12,15 of 24,1 of 1
UFC 191: Johnson vs Dodson 2,Joe Riggs,Ron Stallings,W,L,1,0,35 of 61,24 of 36,57%,66%,47 of 74,32 of 46,2 of 2,0 of 0,100%,---,0,0,0,0,3:59,0:26,31 of 55,18 of 29,2 of 4,2 of 3,2 of 2,4 of 4,15 of 29,17 of 28,0 of 2,4 of 5,20 of 30,3 of 3
UFC 191: Johnson vs Dodson 2,Joaquim Silva,Nazareno Malegarie,W,L,0,0,49 of 162,58 of 166,30%,34%,49 of 162,68 of 178,0 of 0,1 of 3,---,33%,0,0,0,0,0:09,0:48,35 of 144,49 of 144,13 of 16,8 of 21,1 of 2,1 of 1,46 of 156,55 of 160,3 of 6,3 of 6,0 of 0,0 of 0
UFC 190: Rousey vs Correia,Ronda Rousey,Bethe Correia,W,L,1,0,19 of 32,9 of 14,59%,64%,19 of 32,9 of 14,0 of 0,0 of 0,---,---,0,0,0,0,0:04,0:00,17 of 30,9 of 14,2 of 2,0 of 0,0 of 0,0 of 0,5 of 11,3 of 6,14 of 21,6 of 8,0 of 0,0 of 0
UFC 190: Rousey vs Correia,Mauricio Rua,Rogerio Nogueira,W,L,0,0,53 of 98,63 of 166,54%,37%,82 of 130,73 of 177,2 of 5,0 of 0,40%,---,0,1,0,0,4:19,0:13,30 of 74,55 of 156,15 of 16,6 of 8,8 of 8,2 of 2,47 of 84,48 of 135,2 of 8,15 of 31,4 of 6,0 of 0
UFC 190: Rousey vs Correia,Glaico Franca Moreira,Fernando Bruno,W,L,0,0,23 of 31,20 of 32,74%,62%,47 of 57,41 of 53,4 of 9,2 of 11,44%,18%,1,0,0,0,6:40,5:36,6 of 12,14 of 25,8 of 8,5 of 5,9 of 11,1 of 2,13 of 19,12 of 20,5 of 5,8 of 12,5 of 7,0 of 0
UFC 190: Rousey vs Correia,Reginaldo Vieira,Dileno Lopes,W,L,0,0,59 of 105,46 of 109,56%,42%,127 of 179,73 of 146,0 of 1,3 of 4,0%,75%,2,3,0,0,3:27,2:43,39 of 80,24 of 77,15 of 17,19 of 25,5 of 8,3 of 7,32 of 67,30 of 84,8 of 14,13 of 19,19 of 24,3 of 6
UFC 190: Rousey vs Correia,Stefan Struve,Antonio Rodrigo Nogueira,W,L,0,0,93 of 156,59 of 113,59%,52%,94 of 157,84 of 138,0 of 0,1 of 14,---,7%,0,0,0,0,0:38,5:22,43 of 102,43 of 95,32 of 36,13 of 15,18 of 18,3 of 3,87 of 149,43 of 93,6 of 7,16 of 20,0 of 0,0 of 0
UFC 190: Rousey vs Correia,Antonio Silva,Soa Palelei,W,L,1,0,16 of 28,19 of 35,57%,54%,29 of 43,46 of 65,0 of 1,1 of 3,0%,33%,0,0,0,0,1:30,2:39,10 of 22,15 of 30,4 of 4,4 of 5,2 of 2,0 of 0,5 of 13,5 of 11,10 of 13,0 of 0,1 of 2,14 of 24
UFC 190: Rousey vs Correia,Claudia Gadelha,Jessica Aguilar,W,L,0,0,111 of 248,70 of 189,44%,37%,121 of 263,88 of 210,4 of 4,0 of 3,100%,0%,0,0,0,0,2:36,0:47,95 of 229,35 of 152,16 of 19,11 of 13,0 of 0,24 of 24,101 of 233,63 of 180,9 of 14,7 of 9,1 of 1,0 of 0
UFC 190: Rousey vs Correia,Demian Maia,Neil Magny,W,L,0,0,13 of 17,0 of 4,76%,0%,56 of 68,11 of 16,2 of 2,0 of 0,100%,---,1,0,0,0,7:27,0:02,13 of 17,0 of 4,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 4,0 of 0,0 of 0,13 of 17,0 of 0
UFC 190: Rousey vs Correia,Rafael Cavalcante,Patrick Cummins,L,W,0,0,23 of 45,49 of 92,51%,53%,24 of 47,102 of 162,0 of 0,8 of 14,---,57%,0,0,0,0,0:03,7:10,20 of 42,37 of 77,1 of 1,6 of 7,2 of 2,6 of 8,15 of 34,18 of 49,1 of 3,7 of 10,7 of 8,24 of 33
UFC 190: Rousey vs Correia,Warlley Alves,Nordine Taleb,W,L,0,0,17 of 38,17 of 34,44%,50%,23 of 46,30 of 47,2 of 3,0 of 2,66%,0%,1,0,0,0,4:18,1:05,9 of 29,8 of 23,4 of 5,5 of 6,4 of 4,4 of 5,12 of 31,13 of 28,3 of 3,4 of 6,2 of 4,0 of 0
UFC 190: Rousey vs Correia,Iuri Alcantara,Leandro Issa,W,L,0,0,53 of 101,26 of 55,52%,47%,65 of 114,37 of 70,0 of 0,1 of 10,---,10%,0,0,0,0,2:11,5:26,42 of 86,21 of 40,10 of 13,2 of 3,1 of 2,3 of 12,31 of 65,13 of 32,8 of 16,0 of 0,14 of 20,13 of 23
UFC 190: Rousey vs Correia,Vitor Miranda,Clint Hester,W,L,0,0,57 of 75,15 of 34,76%,44%,95 of 114,20 of 39,1 of 1,1 of 5,100%,20%,0,0,0,0,3:25,3:00,52 of 66,11 of 30,1 of 4,3 of 3,4 of 5,1 of 1,7 of 14,9 of 25,1 of 2,0 of 1,49 of 59,6 of 8
UFC 190: Rousey vs Correia,Hugo Viana,Guido Cannetti,L,W,0,0,13 of 38,32 of 51,34%,62%,42 of 68,47 of 67,1 of 15,4 of 7,6%,57%,0,0,0,0,6:02,3:57,9 of 27,13 of 28,3 of 7,17 of 19,1 of 4,2 of 4,4 of 21,15 of 27,2 of 5,13 of 16,7 of 12,4 of 8
UFC on FOX: Dillashaw vs. Barao II,TJ Dillashaw,Renan Barao,W,L,0,0,117 of 212,62 of 181,55%,34%,170 of 273,65 of 185,0 of 5,0 of 5,0%,0%,0,0,0,0,5:37,0:09,84 of 172,31 of 129,19 of 22,19 of 37,14 of 18,12 of 15,93 of 179,50 of 155,23 of 32,12 of 26,1 of 1,0 of 0
UFC on FOX: Dillashaw vs. Barao II,Miesha Tate,Jessica Eye,W,L,1,0,58 of 122,56 of 143,47%,39%,84 of 148,81 of 168,1 of 4,0 of 0,25%,---,2,0,0,0,6:08,0:06,38 of 100,38 of 121,15 of 17,2 of 4,5 of 5,16 of 18,36 of 96,48 of 131,2 of 3,8 of 12,20 of 23,0 of 0
UFC on FOX: Dillashaw vs. Barao II,Edson Barboza,Paul Felder,W,L,0,0,64 of 135,47 of 150,47%,31%,64 of 135,50 of 153,0 of 1,0 of 1,0%,0%,0,0,0,0,0:00,0:18,19 of 78,22 of 114,22 of 29,9 of 15,23 of 28,16 of 21,64 of 135,45 of 147,0 of 0,2 of 3,0 of 0,0 of 0
UFC on FOX: Dillashaw vs. Barao II,Joe Lauzon,Takanori Gomi,W,L,0,0,15 of 26,7 of 24,57%,29%,25 of 39,7 of 24,1 of 1,0 of 0,100%,---,0,0,0,0,1:07,0:00,15 of 26,2 of 16,0 of 0,5 of 8,0 of 0,0 of 0,4 of 15,7 of 24,0 of 0,0 of 0,11 of 11,0 of 0
UFC on FOX: Dillashaw vs. Barao II,Gian Villante,Tom Lawlor,L,W,0,1,31 of 64,22 of 52,48%,42%,31 of 64,25 of 55,1 of 1,0 of 1,100%,0%,0,0,0,0,0:03,0:03,18 of 48,17 of 47,4 of 7,3 of 3,9 of 9,2 of 2,29 of 61,21 of 49,2 of 3,1 of 3,0 of 0,0 of 0
UFC on FOX: Dillashaw vs. Barao II,Jim Miller,Danny Castillo,W,L,0,0,45 of 110,35 of 103,40%,33%,61 of 127,51 of 120,2 of 3,0 of 6,66%,0%,0,0,0,0,2:10,2:20,21 of 78,22 of 82,8 of 14,5 of 11,16 of 18,8 of 10,42 of 103,33 of 98,1 of 5,0 of 2,2 of 2,2 of 3
UFC on FOX: Dillashaw vs. Barao II,Kenny Robertson,Ben Saunders,L,W,1,0,91 of 186,98 of 204,48%,48%,98 of 195,172 of 284,2 of 3,0 of 0,66%,---,0,0,0,0,6:19,0:00,65 of 156,61 of 147,7 of 10,30 of 50,19 of 20,7 of 7,74 of 156,73 of 164,15 of 23,16 of 28,2 of 7,9 of 12
UFC on FOX: Dillashaw vs. Barao II,Eddie Wineland,Bryan Caraway,L,W,0,0,52 of 180,61 of 190,28%,32%,58 of 186,72 of 206,0 of 1,0 of 12,0%,0%,0,0,0,0,0:03,1:13,38 of 157,51 of 176,9 of 18,5 of 9,5 of 5,5 of 5,48 of 172,51 of 173,4 of 8,10 of 17,0 of 0,0 of 0
UFC on FOX: Dillashaw vs. Barao II,Daron Cruickshank,James Krause,L,W,0,0,6 of 19,10 of 15,31%,66%,6 of 19,10 of 15,0 of 0,1 of 1,---,100%,0,1,0,0,0:03,0:10,3 of 15,5 of 10,3 of 4,3 of 3,0 of 0,2 of 2,5 of 18,9 of 14,1 of 1,1 of 1,0 of 0,0 of 0
UFC on FOX: Dillashaw vs. Barao II,Ramsey Nijem,Andrew Holbrook,L,W,0,0,29 of 63,20 of 39,46%,51%,76 of 120,73 of 99,6 of 6,0 of 3,100%,0%,0,2,0,1,8:38,3:23,24 of 56,13 of 30,5 of 7,4 of 6,0 of 0,3 of 3,8 of 25,2 of 13,13 of 22,8 of 14,8 of 16,10 of 12
UFC on FOX: Dillashaw vs. Barao II,Jessamyn Duke,Elizabeth Phillips,L,W,0,0,36 of 80,49 of 101,45%,48%,54 of 99,83 of 140,2 of 3,2 of 4,66%,50%,3,1,2,0,3:19,6:41,27 of 68,43 of 93,7 of 10,3 of 4,2 of 2,3 of 4,27 of 64,34 of 77,8 of 14,1 of 3,1 of 2,14 of 21
UFC on FOX: Dillashaw vs. Barao II,Zak Cummings,Dominique Steele,W,L,1,0,14 of 30,2 of 2,46%,100%,16 of 33,2 of 2,0 of 0,0 of 0,---,---,0,0,0,0,0:01,0:00,14 of 30,1 of 1,0 of 0,1 of 1,0 of 0,0 of 0,2 of 6,2 of 2,12 of 24,0 of 0,0 of 0,0 of 0
UFC 189: Mendes vs McGregor,Chad Mendes,Conor McGregor,L,W,0,1,31 of 48,46 of 92,64%,50%,36 of 53,74 of 120,4 of 7,0 of 0,57%,---,0,0,0,0,5:17,0:04,28 of 45,31 of 62,1 of 1,15 of 30,2 of 2,0 of 0,14 of 25,39 of 84,1 of 3,0 of 0,16 of 20,7 of 8
UFC 189: Mendes vs McGregor,Robbie Lawler,Rory MacDonald,W,L,1,0,70 of 156,86 of 222,44%,38%,76 of 163,87 of 223,0 of 0,0 of 4,---,0%,0,0,0,0,0:11,0:02,68 of 149,70 of 189,1 of 6,13 of 29,1 of 1,3 of 4,65 of 144,71 of 200,3 of 9,15 of 22,2 of 3,0 of 0
UFC 189: Mendes vs McGregor,Dennis Bermudez,Jeremy Stephens,L,W,0,2,35 of 82,38 of 73,42%,52%,66 of 116,39 of 74,1 of 6,0 of 2,16%,0%,0,0,0,0,4:57,0:20,23 of 64,26 of 56,4 of 8,4 of 5,8 of 10,8 of 12,27 of 67,22 of 53,4 of 11,9 of 12,4 of 4,7 of 8
UFC 189: Mendes vs McGregor,Gunnar Nelson,Brandon Thatch,W,L,1,0,6 of 8,8 of 14,75%,57%,20 of 24,8 of 14,0 of 0,0 of 0,---,---,1,0,0,0,1:25,0:00,6 of 7,0 of 5,0 of 1,3 of 3,0 of 0,5 of 6,4 of 5,5 of 11,0 of 1,3 of 3,2 of 2,0 of 0
UFC 189: Mendes vs McGregor,Brad Pickett,Thomas Almeida,L,W,1,1,20 of 55,24 of 55,36%,43%,20 of 55,24 of 55,0 of 1,0 of 0,0%,---,0,0,0,0,0:28,0:01,17 of 48,17 of 45,1 of 2,4 of 7,2 of 5,3 of 3,16 of 50,23 of 54,3 of 3,1 of 1,1 of 2,0 of 0
UFC 189: Mendes vs McGregor,Matt Brown,Tim Means,W,L,0,0,25 of 37,16 of 40,67%,40%,26 of 38,24 of 48,1 of 1,0 of 2,100%,0%,1,0,0,0,1:46,0:17,18 of 30,13 of 32,6 of 6,3 of 8,1 of 1,0 of 0,16 of 28,14 of 36,8 of 8,2 of 4,1 of 1,0 of 0
UFC 189: Mendes vs McGregor,Mike Swick,Alex Garcia,L,W,0,0,19 of 94,24 of 102,20%,23%,45 of 124,55 of 136,0 of 0,5 of 5,---,100%,0,0,0,0,0:09,6:02,14 of 85,22 of 97,4 of 7,2 of 5,1 of 2,0 of 0,18 of 91,17 of 90,1 of 3,2 of 2,0 of 0,5 of 10
UFC 189: Mendes vs McGregor,Cathal Pendred,John Howard,L,W,0,0,45 of 87,48 of 88,51%,54%,62 of 104,78 of 119,0 of 2,0 of 1,0%,0%,1,0,0,0,0:45,1:35,11 of 44,35 of 71,20 of 26,5 of 8,14 of 17,8 of 9,24 of 62,31 of 60,21 of 25,16 of 27,0 of 0,1 of 1
UFC 189: Mendes vs McGregor,Cody Garbrandt,Henry Briones,W,L,1,0,64 of 158,35 of 106,40%,33%,68 of 162,38 of 109,3 of 6,0 of 0,50%,---,0,0,0,0,0:53,0:00,57 of 147,22 of 77,4 of 5,11 of 22,3 of 6,2 of 7,55 of 142,33 of 100,3 of 4,2 of 6,6 of 12,0 of 0
UFC 189: Mendes vs McGregor,Neil Seery,Louis Smolka,L,W,1,0,21 of 43,23 of 45,48%,51%,92 of 121,36 of 58,0 of 0,6 of 10,---,60%,3,5,0,0,0:34,12:04,19 of 41,12 of 33,1 of 1,11 of 12,1 of 1,0 of 0,8 of 27,9 of 26,6 of 8,8 of 9,7 of 8,6 of 10
UFC 189: Mendes vs McGregor,Yosdenis Cedeno,Cody Pfister,L,W,0,0,26 of 76,15 of 98,34%,15%,66 of 116,70 of 158,0 of 0,5 of 7,---,71%,1,0,2,0,1:12,7:07,6 of 47,13 of 91,2 of 10,2 of 6,18 of 19,0 of 1,26 of 74,13 of 96,0 of 0,2 of 2,0 of 2,0 of 0
UFC 188: Velasquez vs Werdum,Cain Velasquez,Fabricio Werdum,L,W,0,0,88 of 169,96 of 174,52%,55%,117 of 201,101 of 180,4 of 5,1 of 3,80%,33%,0,1,0,0,2:58,0:30,54 of 128,79 of 150,6 of 8,12 of 19,28 of 33,5 of 5,65 of 135,79 of 149,23 of 34,17 of 25,0 of 0,0 of 0
UFC 188: Velasquez vs Werdum,Gilbert Melendez,Eddie Alvarez,L,W,0,0,37 of 129,31 of 64,28%,48%,93 of 187,43 of 79,0 of 1,3 of 11,0%,27%,0,0,0,0,0:00,3:47,33 of 119,16 of 47,4 of 10,8 of 10,0 of 0,7 of 7,36 of 123,29 of 61,1 of 6,2 of 3,0 of 0,0 of 0
UFC 188: Velasquez vs Werdum,Kelvin Gastelum,Nate Marquardt,W,L,0,0,59 of 110,18 of 49,53%,36%,126 of 188,24 of 57,1 of 2,0 of 2,50%,0%,0,0,0,0,3:39,0:12,41 of 87,8 of 37,12 of 17,10 of 12,6 of 6,0 of 0,39 of 83,16 of 43,7 of 11,2 of 4,13 of 16,0 of 2
UFC 188: Velasquez vs Werdum,Yair Rodriguez,Charles Rosa,W,L,0,0,56 of 100,39 of 79,56%,49%,97 of 149,67 of 117,1 of 1,5 of 14,100%,35%,2,0,2,0,0:36,8:48,33 of 74,30 of 67,10 of 12,3 of 5,13 of 14,6 of 7,39 of 79,23 of 51,4 of 4,0 of 1,13 of 17,16 of 27
UFC 188: Velasquez vs Werdum,Tecia Pennington,Angela Hill,W,L,0,0,32 of 80,27 of 68,40%,39%,86 of 144,66 of 110,2 of 12,0 of 0,16%,---,0,0,0,0,9:04,0:25,14 of 56,16 of 50,10 of 15,8 of 15,8 of 9,3 of 3,22 of 63,16 of 52,9 of 13,11 of 15,1 of 4,0 of 1
UFC 188: Velasquez vs Werdum,Henry Cejudo,Chico Camus,W,L,0,0,62 of 143,48 of 144,43%,33%,133 of 219,59 of 157,1 of 15,0 of 1,6%,0%,0,0,0,0,5:05,0:31,39 of 112,39 of 133,21 of 29,9 of 11,2 of 2,0 of 0,47 of 115,38 of 126,15 of 26,9 of 17,0 of 2,1 of 1
UFC 188: Velasquez vs Werdum,Efrain Escudero,Drew Dober,W,L,0,0,1 of 1,0 of 3,100%,0%,1 of 1,0 of 3,0 of 0,0 of 0,---,---,1,0,0,0,0:22,0:00,0 of 0,0 of 3,0 of 0,0 of 0,1 of 1,0 of 0,1 of 1,0 of 3,0 of 0,0 of 0,0 of 0,0 of 0
UFC 188: Velasquez vs Werdum,Alejandro Perez,Patrick Williams,L,W,0,1,0 of 1,2 of 4,0%,50%,0 of 1,2 of 4,0 of 1,0 of 0,0%,---,0,1,0,0,0:02,0:02,0 of 1,2 of 4,0 of 0,0 of 0,0 of 0,0 of 0,0 of 1,2 of 3,0 of 0,0 of 0,0 of 0,0 of 1
UFC 188: Velasquez vs Werdum,Francisco Trevino,Johnny Case,L,W,0,0,34 of 74,40 of 109,45%,36%,49 of 90,64 of 143,0 of 2,4 of 7,0%,57%,0,0,1,1,1:17,5:31,9 of 39,24 of 87,5 of 12,9 of 14,20 of 23,7 of 8,29 of 67,31 of 96,3 of 5,7 of 11,2 of 2,2 of 2
UFC 188: Velasquez vs Werdum,Augusto Montano,Cathal Pendred,L,W,0,0,21 of 55,17 of 41,38%,41%,28 of 62,45 of 75,0 of 0,4 of 17,---,23%,0,0,0,0,0:00,6:22,8 of 33,1 of 17,7 of 15,0 of 4,6 of 7,16 of 20,14 of 42,15 of 35,7 of 13,2 of 6,0 of 0,0 of 0
UFC 188: Velasquez vs Werdum,Gabriel Benitez,Clay Collard,W,L,0,0,60 of 106,34 of 158,56%,21%,97 of 144,54 of 184,0 of 0,6 of 11,---,54%,1,0,0,0,0:57,4:47,13 of 48,17 of 136,30 of 37,5 of 8,17 of 21,12 of 14,55 of 99,30 of 151,1 of 2,3 of 4,4 of 5,1 of 3
UFC 187: Johnson vs Cormier,Anthony Johnson,Daniel Cormier,L,W,1,0,23 of 50,23 of 41,46%,56%,28 of 56,70 of 92,1 of 2,3 of 8,50%,37%,0,3,0,0,0:43,9:17,18 of 45,20 of 37,3 of 3,2 of 2,2 of 2,1 of 2,15 of 38,5 of 17,7 of 11,3 of 4,1 of 1,15 of 20
UFC 187: Johnson vs Cormier,Chris Weidman,Vitor Belfort,W,L,0,0,46 of 69,18 of 32,66%,56%,50 of 73,19 of 36,1 of 2,0 of 0,50%,---,0,0,0,0,1:13,0:00,46 of 67,15 of 28,0 of 2,3 of 4,0 of 0,0 of 0,3 of 12,10 of 21,0 of 0,8 of 11,43 of 57,0 of 0
UFC 187: Johnson vs Cormier,Donald Cerrone,John Makdessi,W,L,0,0,71 of 171,72 of 129,41%,55%,71 of 171,72 of 129,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,43 of 140,25 of 65,5 of 8,34 of 51,23 of 23,13 of 13,69 of 168,70 of 126,2 of 3,2 of 3,0 of 0,0 of 0
UFC 187: Johnson vs Cormier,Travis Browne,Andrei Arlovski,L,W,1,1,15 of 38,51 of 85,39%,60%,15 of 38,51 of 85,0 of 0,0 of 0,---,---,0,0,0,0,0:06,0:05,9 of 31,42 of 73,4 of 5,7 of 10,2 of 2,2 of 2,13 of 35,20 of 43,1 of 1,28 of 39,1 of 2,3 of 3
UFC 187: Johnson vs Cormier,Joseph Benavidez,John Moraga,W,L,0,0,63 of 109,42 of 75,57%,56%,116 of 168,55 of 92,4 of 6,0 of 3,66%,0%,0,0,0,0,9:10,0:41,35 of 73,14 of 42,12 of 18,21 of 26,16 of 18,7 of 7,26 of 61,21 of 51,15 of 20,17 of 19,22 of 28,4 of 5
UFC 187: Johnson vs Cormier,John Dodson,Zach Makovsky,W,L,0,0,31 of 98,37 of 85,31%,43%,32 of 99,39 of 87,2 of 3,0 of 17,66%,0%,0,0,0,0,0:38,0:09,13 of 76,14 of 56,11 of 14,9 of 12,7 of 8,14 of 17,19 of 77,31 of 77,12 of 20,6 of 8,0 of 1,0 of 0
